Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
312070,Veniaminof,20177,Confirmed Eruption,Western intracaldera cone,1,,,2006,,3,,3,,Historical Observations,,2006,,9,,7,,56.17,-159.38
252120,Ulawun,15074,Confirmed Eruption,,2,,,2006,,3,,1,,Historical Observations,,2007,,1,,18,,-5.05,151.33
273030,Mayon,16816,Confirmed Eruption,,1,,,2006,,2,,21,,Historical Observations,,2006,,2,,23,,13.257,123.685
284040,Miyakejima,18277,Confirmed Eruption,,1,,,2006,,2,,17,,Historical Observations,,2006,,2,,17,,34.094,139.526
256010,Tinakula,15209,Confirmed Eruption,,2,,,2006,,2,<,16,15,Historical Observations,,2007,,11,>,16,15,-10.38,165.8
311240,Cleveland,19818,Confirmed Eruption,,3,,,2006,,2,,6,,Historical Observations,,2006,,10,,28,,52.825,-169.944
266030,Soputan,16433,Confirmed Eruption,,1,,,2005,,12,,26,,Historical Observations,,2006,,1,?,24,,1.112,124.737
266020,Ambang,20947,Confirmed Eruption,,1,,,2005,,12,,22,,Historical Observations,,,,,,,,0.75,124.42
211060,Etna,13847,Confirmed Eruption,Bocca Nuova,1,,,2005,,12,,16,,Historical Observations,,2005,,12,,22,,37.748,14.999
313010,Augustine,20273,Confirmed Eruption,,3,,,2005,,12,?,9,,Historical Observations,,2006,,4,?,27,,59.363,-153.43
300250,Bezymianny,19383,Confirmed Eruption,,2,,,2005,,11,?,29,,Historical Observations,,2005,,12,>,1,,55.972,160.595
257030,Aoba,15237,Confirmed Eruption,Lake Voui,2,,,2005,,11,,27,,Historical Observations,,2006,,2,,16,15,-15.4,167.83
233010,Karthala,14206,Confirmed Eruption,Chahalé crater,3,,,2005,,11,,24,,Historical Observations,,2005,,12,,8,,-11.75,43.38
351080,Galeras,11378,Confirmed Eruption,,2,,,2005,,11,,24,,Historical Observations,,2006,,7,,12,,1.22,-77.37
344020,San Cristobal,10892,Confirmed Eruption,,2,,,2005,,11,,13,,Historical Observations,,2006,,5,,27,,12.702,-87.004
257050,Lopevi,15321,Confirmed Eruption,,2,,,2005,,10,?,27,,Historical Observations,,2006,,8,?,1,,-16.507,168.346
353050,"Negra, Sierra",11713,Confirmed Eruption,North caldera rim,3,,,2005,,10,,22,,Historical Observations,,2005,,10,,30,,-0.83,-91.17
252070,Krummel-Garbuna-Welcker,15007,Confirmed Eruption,Central part of Garbuna complex,2,,,2005,,10,,16,,Historical Observations,,2005,,11,>,17,,-5.416,150.027
233020,"Fournaise, Piton de la",14388,Confirmed Eruption,"Dolomieu, N and NE flanks",0,,,2005,,10,,4,,Historical Observations,,2006,,1,,18,,-21.244,55.708
390090,Saunders,13220,Confirmed Eruption,,0,,,2005,,10,?,2,,Historical Observations,,2006,,1,?,20,,-57.8,-26.483
221113,Dabbahu,13942,Confirmed Eruption,NE flank (Da'Ure),3,?,,2005,,9,,26,,Historical Observations,,2005,,9,,29,,12.595,40.48
312070,Veniaminof,20176,Confirmed Eruption,Western intracaldera cone,1,,,2005,,9,,7,,Historical Observations,,2005,,11,?,4,,56.17,-159.38
273030,Mayon,16815,Confirmed Eruption,,0,,,2005,,8,<,17,,Historical Observations,,,,,,,,13.257,123.685
334050,Northern EPR at 9.8°N,10346,Confirmed Eruption,East Pacific Rise (9.8 deg N),0,,,2005,,8,?,16,15,Historical Observations,,2006,,1,?,16,15,9.83,-104.3
344120,Concepcion,11073,Confirmed Eruption,,2,,,2005,,7,,28,,Historical Observations,,2005,,11,,10,,11.538,-85.622
234011,McDonald Islands,14399,Confirmed Eruption,,0,,,2005,,7,<,12,,Historical Observations,,,,,,,,-53.03,72.6
284130,Fukutoku-Oka-no-Ba,18467,Confirmed Eruption,,1,,,2005,,7,,2,,Historical Observations,,2005,,7,?,21,,24.285,141.481
343020,Santa Ana,10768,Confirmed Eruption,,3,,,2005,,6,,16,,Historical Observations,,2005,,10,?,1,,13.853,-89.63
260010,Barren Island,15386,Confirmed Eruption,"Central cone summit, N, S, and SW flanks",2,,,2005,,5,,26,,Historical Observations,,2007,,12,?,23,,12.278,93.858
353010,Fernandina,11676,Confirmed Eruption,South caldera rim,2,,,2005,,5,,13,,Historical Observations,,2005,,5,?,29,,-0.37,-91.55
355100,Lascar,11877,Confirmed Eruption,,3,?,,2005,,5,,4,,Historical Observations,,2005,,5,,4,,-23.37,-67.73
252010,Langila,15001,Confirmed Eruption,,2,,,2005,,4,?,19,,Historical Observations,,2006,,3,?,31,,-5.525,148.42
266030,Soputan,16437,Confirmed Eruption,,2,,,2005,,4,,19,,Historical Observations,,2005,,7,?,18,,1.112,124.737
233010,Karthala,14205,Confirmed Eruption,Chahalé crater,2,?,,2005,,4,,16,,Historical Observations,,2005,,4,,18,,-11.75,43.38
360050,Soufriere Hills,12348,Confirmed Eruption,,3,?,,2005,,4,,15,,Historical Observations,,2013,,2,,5,,16.72,-62.18
282110,Asosan,17350,Confirmed Eruption,Naka-dake,1,,,2005,,4,,14,,Historical Observations,,2005,,8,,16,15,32.884,131.104
284040,Miyakejima,18276,Confirmed Eruption,,1,,,2005,,4,,12,,Historical Observations,,2005,,5,,18,,34.094,139.526
261160,Talang,15496,Confirmed Eruption,North & south flanks,2,,,2005,,4,?,12,,Historical Observations,,2005,,7,?,18,,-0.979,100.681
252120,Ulawun,15073,Confirmed Eruption,,2,,,2005,,3,?,27,,Historical Observations,,2005,,8,?,9,,-5.05,151.33
311240,Cleveland,19817,Confirmed Eruption,,2,,,2005,,3,?,13,,Historical Observations,,2005,,11,,27,1,52.825,-169.944
290360,Chikurachki,18857,Confirmed Eruption,,1,,,2005,,3,,12,,Historical Observations,,2005,,4,,7,,50.324,155.461
344100,Masaya,11040,Confirmed Eruption,Santiago,1,,,2005,,3,?,4,,Historical Observations,,2005,,3,?,30,,11.984,-86.161
242050,Monowai,14721,Confirmed Eruption,,0,,,2005,,3,,2,,Hydrophonic,,2006,,6,,27,,-25.887,-177.188
311161,Korovin,19767,Confirmed Eruption,,1,,,2005,,2,,23,,Historical Observations,,2005,,5,,5,4,52.381,-174.166
233020,"Fournaise, Piton de la",14386,Confirmed Eruption,"North side of caldera (1600, 1200, & 450 m)",0,,,2005,,2,,17,,Historical Observations,,2005,,2,,26,,-21.244,55.708
264160,Egon,16277,Confirmed Eruption,Summit and southern flank,1,,,2005,,2,,6,,Historical Observations,,2005,,2,,27,,-8.676,122.455
257050,Lopevi,15320,Confirmed Eruption,,2,,,2005,,1,,30,,Historical Observations,,2005,,3,?,31,,-16.507,168.346
290380,Ebeko,18877,Confirmed Eruption,,2,,,2005,,1,,29,,Historical Observations,,2005,,2,,16,,50.686,156.014
252140,Rabaul,15099,Confirmed Eruption,Tavurvur,2,,,2005,,1,,25,,Historical Observations,,2006,,2,,17,,-4.271,152.203
272020,Kanlaon,16749,Confirmed Eruption,,2,,,2005,,1,,25,,Historical Observations,,2005,,5,,25,,10.412,123.132
300260,Klyuchevskoy,19482,Confirmed Eruption,,2,,,2005,,1,<,20,,Historical Observations,,2005,,4,,7,,56.056,160.642
341090,Popocatepetl,10556,Confirmed Eruption,,2,,,2005,,1,,9,,Historical Observations,>,2017,,8,,4,,19.023,-98.622
312070,Veniaminof,20175,Confirmed Eruption,Western intracaldera cone,2,,,2005,,1,,4,,Historical Observations,,2005,,2,,14,3,56.17,-159.38
344020,San Cristobal,10891,Confirmed Eruption,,1,,,2004,,12,,3,,Historical Observations,,2004,,12,,7,,12.702,-87.004
284040,Miyakejima,18275,Confirmed Eruption,,1,,,2004,,11,,30,,Historical Observations,,2004,,12,,9,,34.094,139.526
252010,Langila,15000,Confirmed Eruption,,2,?,,2004,,11,?,24,,Historical Observations,,2004,,12,?,25,,-5.525,148.42
352010,Reventador,11447,Confirmed Eruption,,2,,,2004,,11,,7,3,Historical Observations,,2006,,3,,16,15,-0.077,-77.656
344040,Telica,10938,Confirmed Eruption,,1,,,2004,,11,,5,,Historical Observations,,2005,,1,,29,,12.606,-86.84
373010,Grimsvotn,12842,Confirmed Eruption,SW and east sides of caldera,3,,,2004,,11,,1,,Historical Observations,,2004,,11,,4,,64.416,-17.316
251020,Manam,14934,Confirmed Eruption,"South Crater, Main Crater",4,?,,2004,,10,,24,,Historical Observations,,2009,,12,?,12,,-4.08,145.037
282030,Suwanosejima,16947,Confirmed Eruption,O-take,2,,,2004,,10,,23,,Historical Observations,>,2017,,8,,20,,29.638,129.714
266030,Soputan,16436,Confirmed Eruption,,3,?,,2004,,10,,18,,Historical Observations,,2004,,12,?,27,,1.112,124.737
264030,Rinjani,16226,Confirmed Eruption,Summit and NE flank of Barujari,2,,,2004,,10,,1,,Historical Observations,,2004,,10,>,5,,-8.42,116.47
321050,St. Helens,20560,Confirmed Eruption,South of 1980-1986 lava dome,2,,,2004,,10,,1,,Historical Observations,,2008,,1,,27,10,46.2,-122.18
257050,Lopevi,15319,Confirmed Eruption,,2,,,2004,,9,,16,15,Historical Observations,,2004,,9,,16,15,-16.507,168.346
300260,Klyuchevskoy,19481,Confirmed Eruption,,1,,,2004,,9,,15,,Historical Observations,,2004,,9,,15,,56.056,160.642
211060,Etna,13846,Confirmed Eruption,"SE Crater, SE flank (3000-2320 m)",1,,,2004,,9,,7,,Historical Observations,,2005,,3,,8,,37.748,14.999
283110,Asamayama,17810,Confirmed Eruption,,2,,,2004,,9,,1,,Historical Observations,,2004,,12,,9,,36.406,138.523
261140,Marapi,15479,Confirmed Eruption,,2,,,2004,,8,,5,,Historical Observations,,2004,,8,?,5,,-0.381,100.473
357120,Villarrica,12181,Confirmed Eruption,,1,,,2004,,8,?,5,,Historical Observations,,2007,,12,?,24,,-39.42,-71.93
386011,Nightingale Island,13145,Confirmed Eruption,Submarine SE flank,0,,,2004,,7,,29,,Historical Observations,,2004,,7,,30,,-37.42,-12.48
290260,Chirinkotan,18830,Confirmed Eruption,,2,,,2004,,7,,20,,Historical Observations,,2004,,7,,20,,48.98,153.48
342110,Pacaya,19887,Confirmed Eruption,MacKenney Cone and lower S flank,3,?,,2004,,7,?,19,,Historical Observations,,2005,,9,,11,,14.382,-90.601
351080,Galeras,11377,Confirmed Eruption,El Pinta vent,3,,,2004,,7,,16,,Historical Observations,,2005,,2,?,7,,1.22,-77.37
311161,Korovin,19766,Confirmed Eruption,,1,?,,2004,,7,<,4,,Historical Observations,,,,,,,,52.381,-174.166
264160,Egon,16276,Confirmed Eruption,,2,,,2004,,7,,3,,Historical Observations,,2004,,9,?,16,,-8.676,122.455
234070,Marion Island,14414,Confirmed Eruption,South side of island,1,,,2004,,6,,24,,Historical Observations,,2004,,6,?,24,,-46.9,37.75
261170,Kerinci,15529,Confirmed Eruption,,2,,,2004,,6,?,22,,Historical Observations,,2004,,10,?,24,,-1.697,101.264
263310,Tengger Caldera,16063,Confirmed Eruption,Bromo,2,,,2004,,6,,8,,Historical Observations,,2004,,6,,24,3,-7.942,112.95
273030,Mayon,16814,Confirmed Eruption,,1,,,2004,,6,,3,,Historical Observations,,2004,,9,?,12,,13.257,123.685
267040,Awu,16570,Confirmed Eruption,,2,,,2004,,6,<,2,,Historical Observations,,2004,,8,?,16,15,3.67,125.5
341090,Popocatepetl,10552,Confirmed Eruption,,2,,,2004,,5,,26,,Historical Observations,,2004,,5,,26,,19.023,-98.622
268030,Ibu,16581,Confirmed Eruption,,0,?,,2004,,5,?,16,15,Historical Observations,,2005,,2,?,22,,1.488,127.63
223020,Nyamuragira,14083,Confirmed Eruption,Summit and NNW flank,2,?,,2004,,5,,8,,Historical Observations,,2004,,5,,28,3,-1.408,29.2
233020,"Fournaise, Piton de la",14385,Confirmed Eruption,"SSW of Bory, Dolomieu and east flank",0,,,2004,,5,,2,,Historical Observations,,2004,,10,,16,,-21.244,55.708
252120,Ulawun,15072,Confirmed Eruption,,2,,,2004,,4,,12,,Historical Observations,,2004,,4,,14,,-5.05,151.33
284200,Anatahan,18536,Confirmed Eruption,East Crater,3,?,,2004,,4,<,12,,Historical Observations,,2005,,9,?,3,,16.35,145.67
267020,Karangetang,16540,Confirmed Eruption,,2,,,2004,,4,?,2,,Historical Observations,,2005,,8,?,5,,2.781,125.407
344040,Telica,10937,Confirmed Eruption,,1,,,2004,,3,,31,,Historical Observations,,2004,,3,,31,,12.606,-86.84
243060,Tofua,14752,Confirmed Eruption,Lofia crater,1,?,,2004,,3,,19,,Historical Observations,,2014,,10,,18,,-19.75,-175.07
255060,Kavachi,15179,Confirmed Eruption,,1,,,2004,,3,,15,,Historical Observations,,,,,,,,-8.991,157.979
282060,Kikai,17003,Confirmed Eruption,Iwo-dake,2,,,2004,,3,,5,,Historical Observations,,2004,,10,,16,15,30.789,130.308
360050,Soufriere Hills,12347,Confirmed Eruption,,3,?,,2004,,3,,3,,Historical Observations,,2004,,5,,2,,16.72,-62.18
285050,Tokachidake,18661,Confirmed Eruption,1962-II Crater,1,?,,2004,,2,,25,,Historical Observations,,2004,,4,,19,,43.418,142.686
311360,Shishaldin,20100,Confirmed Eruption,,2,,,2004,,2,,17,,Historical Observations,,2004,,7,>,16,15,54.756,-163.97
312070,Veniaminof,20174,Confirmed Eruption,Western intracaldera cone,2,,,2004,,2,,16,,Historical Observations,,2004,,9,,5,4,56.17,-159.38
257060,Epi,15332,Confirmed Eruption,Epi B,2,,,2004,,2,,16,,Historical Observations,,2004,,2,,24,,-16.68,168.37
211060,Etna,13838,Confirmed Eruption,Central Crater,1,?,,2004,,2,,12,,Historical Observations,,2004,,2,,14,,37.748,14.999
264160,Egon,16275,Confirmed Eruption,,1,,,2004,,1,,29,,Historical Observations,,2004,,2,?,5,,-8.676,122.455
252010,Langila,14999,Confirmed Eruption,,2,?,,2004,,1,?,20,,Historical Observations,,2004,,1,?,27,,-5.525,148.42
300250,Bezymianny,19382,Confirmed Eruption,,3,,,2004,,1,,14,,Historical Observations,,2005,,2,?,16,15,55.972,160.595
282110,Asosan,17349,Confirmed Eruption,Naka-dake,1,,,2004,,1,,14,,Historical Observations,,2004,,1,,14,,32.884,131.104
251020,Manam,14933,Confirmed Eruption,Main Crater,1,,,2003,,10,,26,5,Historical Observations,,2004,,3,,28,,-4.08,145.037
344100,Masaya,11038,Confirmed Eruption,Santiago,1,,,2003,,9,<,22,,Historical Observations,,2003,,12,?,12,,11.984,-86.161
266100,Lokon-Empung,16463,Confirmed Eruption,Tompaluan,3,,,2003,,9,,12,,Historical Observations,,2003,,9,,12,,1.358,124.792
357070,"Chillan, Nevados de",11992,Confirmed Eruption,Saddle between Nuevo & Arrau volcanoes,1,,,2003,,8,,29,,Historical Observations,,2003,,9,,15,5,-36.863,-71.377
268060,Gamalama,16675,Confirmed Eruption,,2,,,2003,,7,,31,,Historical Observations,,2003,,10,,2,3,0.8,127.33
354006,Sabancaya,11752,Confirmed Eruption,,2,?,,2003,,7,,30,1,Historical Observations,,2003,,7,?,31,,-15.787,-71.857
300250,Bezymianny,19381,Confirmed Eruption,,3,,,2003,,7,,26,,Historical Observations,,2003,,8,?,1,,55.972,160.595
263200,Dieng Volcanic Complex,15791,Confirmed Eruption,Sileri crater,1,?,,2003,,7,,16,15,Historical Observations,,2003,,7,,16,15,-7.2,109.879
282110,Asosan,17348,Confirmed Eruption,Naka-dake,1,,,2003,,7,,10,,Historical Observations,,2003,,7,,14,,32.884,131.104
284211,NW Rota-1,18539,Confirmed Eruption,Upper South flank (Brimstone Pit),0,,?,2003,,7,,2,182,Historical Observations,,2010,,3,>,16,15,14.601,144.775
264200,Leroboleng,16308,Confirmed Eruption,,3,,,2003,,6,,26,,Historical Observations,,2003,,7,,29,,-8.365,122.833
344020,San Cristobal,10890,Confirmed Eruption,,1,?,,2003,,6,,17,,Historical Observations,,2004,,6,,13,,12.702,-87.004
234010,Heard,14410,Confirmed Eruption,Mawson Peak,0,,,2003,,6,,9,,Historical Observations,,2004,,6,,14,,-53.106,73.513
257050,Lopevi,15318,Confirmed Eruption,,3,,,2003,,6,,8,,Historical Observations,,2003,,6,?,16,,-16.507,168.346
334040,Northern EPR at 10.7°N,10326,Confirmed Eruption,,0,,,2003,,5,?,31,30,Historical Observations,,2003,,10,,15,21,10.73,-103.58
233020,"Fournaise, Piton de la",14384,Confirmed Eruption,"Dolomieu, Bory, N, NW, and SSW flanks",1,,,2003,,5,,30,,Historical Observations,,2004,,1,,10,,-21.244,55.708
264180,Lewotobi,16304,Confirmed Eruption,Lewotobi Lakilaki,2,,,2003,,5,,30,,Historical Observations,,2003,,9,>,1,,-8.542,122.775
357120,Villarrica,12180,Confirmed Eruption,,1,,,2003,,5,?,23,,Historical Observations,,2004,,3,?,25,,-39.42,-71.93
251020,Manam,14932,Confirmed Eruption,Main Crater,1,,,2003,,5,,17,,Historical Observations,,2003,,5,,23,,-4.08,145.037
284200,Anatahan,18535,Confirmed Eruption,East Crater,3,,,2003,,5,,10,,Historical Observations,,2003,,7,,12,3,16.35,145.67
390090,Saunders,13219,Confirmed Eruption,,0,,,2003,,5,?,6,,Historical Observations,,2003,,5,?,6,,-57.8,-26.483
290360,Chikurachki,18856,Confirmed Eruption,,2,,,2003,,4,,17,,Historical Observations,,2003,,7,?,3,,50.324,155.461
244000,Vailulu'u,14803,Confirmed Eruption,West side of caldera (Nafanua),0,,,2003,2,4,,16,15,Historical Observations,,,,,,,,-14.215,-169.058
252120,Ulawun,15071,Confirmed Eruption,,2,,,2003,,4,?,14,,Historical Observations,,2003,,10,,10,,-5.05,151.33
242050,Monowai,14720,Confirmed Eruption,,0,,,2003,,4,,10,,Hydrophonic,,2004,,9,,16,15,-25.887,-177.188
357110,Llaima,12075,Confirmed Eruption,,2,,,2003,,4,,9,,Historical Observations,,2003,,4,>,16,,-38.692,-71.729
273030,Mayon,16812,Confirmed Eruption,,2,,,2003,,3,,17,,Historical Observations,,2003,,5,,14,,13.257,123.685
211060,Etna,13837,Confirmed Eruption,NE Crater,1,,,2003,,3,,8,3,Historical Observations,,2003,,11,,9,,37.748,14.999
272020,Kanlaon,16748,Confirmed Eruption,,1,,,2003,,3,,7,,Historical Observations,,2003,,7,,23,,10.412,123.132
282060,Kikai,17002,Confirmed Eruption,Iwo-dake,2,,,2003,,2,?,16,15,Historical Observations,,2003,,10,,16,15,30.789,130.308
283110,Asamayama,17809,Confirmed Eruption,,1,,,2003,,2,,6,,Historical Observations,,2003,,4,,18,,36.406,138.523
300250,Bezymianny,19380,Confirmed Eruption,,2,,,2002,,12,,25,,Historical Observations,,2002,,12,?,28,,55.972,160.595
266100,Lokon-Empung,16462,Confirmed Eruption,Tompaluan,2,,,2002,,12,,23,,Historical Observations,,2003,,4,,1,,1.358,124.792
272020,Kanlaon,16747,Confirmed Eruption,,1,,,2002,,11,,28,,Historical Observations,,2002,,11,,28,,10.412,123.132
300260,Klyuchevskoy,19480,Confirmed Eruption,,2,,,2002,,11,,24,,Historical Observations,,2004,,4,,8,,56.056,160.642
233020,"Fournaise, Piton de la",14383,Confirmed Eruption,East flank of Dolomieu (1850-1540 m),2,,,2002,,11,,16,,Historical Observations,,2002,,12,,3,,-21.244,55.708
263100,Papandayan,15688,Confirmed Eruption,"Kawah Baru, Kawah Nangklak",2,,,2002,,11,,11,,Historical Observations,,2002,,12,,19,3,-7.32,107.73
352010,Reventador,11446,Confirmed Eruption,Summit and SE flank (2600 m),4,,,2002,,11,,3,,Historical Observations,,2003,,1,?,10,,-0.077,-77.656
242050,Monowai,14719,Confirmed Eruption,,0,,,2002,,11,,1,,Hydrophonic,,2002,,11,,24,,-25.887,-177.188
251020,Manam,14931,Confirmed Eruption,,2,,,2002,,10,,31,,Historical Observations,,,,,,,,-4.08,145.037
211060,Etna,13836,Confirmed Eruption,"NE Rift (3100-1900 m), S flank (2850-2600 m)",3,,,2002,,10,,26,,Historical Observations,,2003,,1,,28,,37.748,14.999
355100,Lascar,11875,Confirmed Eruption,,2,,,2002,,10,,26,,Historical Observations,,2002,,10,,27,,-23.37,-67.73
344040,Telica,10936,Confirmed Eruption,,0,,,2002,,10,,17,,Historical Observations,,,,,,,,12.606,-86.84
357110,Llaima,12074,Confirmed Eruption,,1,,,2002,,10,,13,12,Historical Observations,,,,,,,,-38.692,-71.729
264180,Lewotobi,16300,Confirmed Eruption,Lewotobi Lakilaki,1,,,2002,,10,,12,,Historical Observations,,2002,,10,?,12,,-8.542,122.775
273030,Mayon,16811,Confirmed Eruption,,1,,,2002,,10,,11,,Historical Observations,,2002,,10,,11,,13.257,123.685
352020,Guagua Pichincha,11499,Confirmed Eruption,,1,?,,2002,,10,,11,,Historical Observations,,2002,,12,,7,,-0.171,-78.598
252140,Rabaul,15098,Confirmed Eruption,Tavurvur,2,,,2002,,10,?,6,,Historical Observations,,2004,,2,,17,,-4.271,152.203
267010,Ruang,16493,Confirmed Eruption,,4,?,,2002,,9,,25,,Historical Observations,,2002,,9,?,29,,2.3,125.37
312070,Veniaminof,20173,Confirmed Eruption,Western intracaldera cone,1,,,2002,,9,,24,,Historical Observations,,2003,,3,,23,,56.17,-159.38
252120,Ulawun,15066,Confirmed Eruption,,2,,,2002,,8,?,22,,Historical Observations,,2002,,11,,3,,-5.05,151.33
284090,Izu-Torishima,18372,Confirmed Eruption,Iwo-yama,2,,,2002,,8,,12,,Historical Observations,,2002,,8,,20,,30.484,140.303
252080,Witori,15027,Confirmed Eruption,Pago (summit and NW flank),3,,,2002,,8,,3,,Historical Observations,,2003,,3,,26,25,-5.576,150.516
223020,Nyamuragira,14082,Confirmed Eruption,"Summit caldera, north & south flanks",2,?,,2002,,7,,25,,Historical Observations,,2002,,9,?,16,15,-1.408,29.2
311161,Korovin,19765,Confirmed Eruption,,1,?,,2002,,7,<,16,15,Historical Observations,,,,,,,,52.381,-174.166
390090,Saunders,13218,Confirmed Eruption,,0,,,2002,,7,?,16,15,Historical Observations,,2002,,11,?,16,15,-57.8,-26.483
263340,Raung,16162,Confirmed Eruption,,2,,,2002,,6,<,16,15,Historical Observations,,2002,,8,>,25,,-8.119,114.056
351080,Galeras,11376,Confirmed Eruption,El Pinta vent,1,?,,2002,,6,,7,,Historical Observations,,2002,,6,?,7,,1.22,-77.37
342110,Pacaya,19886,Confirmed Eruption,MacKenney Crater,1,?,,2002,,5,,30,,Historical Observations,,2002,,6,?,17,,14.382,-90.601
344020,San Cristobal,10889,Confirmed Eruption,,1,,,2002,,5,,29,,Historical Observations,,2002,,12,?,16,,12.702,-87.004
252010,Langila,14998,Confirmed Eruption,Crater 2,2,,,2002,,5,?,25,,Historical Observations,,2003,,4,?,9,,-5.525,148.42
242050,Monowai,14718,Confirmed Eruption,,0,,,2002,,5,,24,,Hydrophonic,,2002,,5,,24,,-25.887,-177.188
223030,Nyiragongo,14107,Confirmed Eruption,,2,,,2002,,5,?,17,,Historical Observations,>,2017,,8,,24,,-1.52,29.25
282060,Kikai,17001,Confirmed Eruption,Iwo-dake,2,,,2002,,5,,11,,Historical Observations,,2002,,7,,16,15,30.789,130.308
256010,Tinakula,15207,Confirmed Eruption,Upper NW flank,1,,,2002,,4,,16,15,Historical Observations,,,,,,,,-10.38,165.8
352020,Guagua Pichincha,11498,Confirmed Eruption,,1,?,,2002,,4,,16,15,Historical Observations,,2002,,4,,16,15,-0.171,-78.598
300260,Klyuchevskoy,19479,Confirmed Eruption,,2,,,2002,,4,,9,,Historical Observations,,2002,,6,<,9,,56.056,160.642
257060,Epi,15331,Confirmed Eruption,,1,?,,2002,,3,,16,15,Historical Observations,,2002,,3,,16,15,-16.68,168.37
266100,Lokon-Empung,16461,Confirmed Eruption,Tompaluan,2,,,2002,,2,,9,,Historical Observations,,2002,,5,?,16,15,1.358,124.792
290360,Chikurachki,18855,Confirmed Eruption,SSE part of summit crater,2,,,2002,,1,,25,,Historical Observations,,2002,,4,?,22,,50.324,155.461
223030,Nyiragongo,14106,Confirmed Eruption,"South flank (2800-1570 m), summit crater",1,,,2002,,1,,17,,Historical Observations,,2002,,2,>,3,,-1.52,29.25
343100,San Miguel,10866,Confirmed Eruption,,1,,,2002,,1,,16,,Historical Observations,,2002,,1,,16,,13.434,-88.269
251020,Manam,14930,Confirmed Eruption,South Crater,3,?,,2002,,1,,13,,Historical Observations,,2002,,5,,21,,-4.08,145.037
233020,"Fournaise, Piton de la",14382,Confirmed Eruption,NE part of l'Enclos Fouqué caldera,1,,,2002,,1,,5,,Historical Observations,,2002,,1,,16,,-21.244,55.708
342090,Fuego,10733,Confirmed Eruption,,2,,,2002,,1,,4,,Historical Observations,>,2017,,8,,4,,14.473,-90.88
211060,Etna,13835,Confirmed Eruption,"Central Crater, NE Crater",1,,,2001,,12,?,16,15,Historical Observations,,2002,,10,?,30,,37.748,14.999
300250,Bezymianny,19379,Confirmed Eruption,,2,,,2001,,12,,10,,Historical Observations,,2002,,1,?,6,,55.972,160.595
360160,Kick 'em Jenny,12468,Confirmed Eruption,,0,,,2001,,12,,4,,Hydrophonic,,2001,,12,,6,,12.3,-61.64
352020,Guagua Pichincha,11497,Confirmed Eruption,North of 1981 crater,1,?,,2001,,11,,26,,Historical Observations,,2001,,11,,26,,-0.171,-78.598
385052,Unnamed,13144,Confirmed Eruption,Seamount NW of Wüst seamount,0,,,2001,,11,,24,,Historical Observations,,2002,,3,,16,15,-32.958,-5.22
300130,Karymsky,19187,Confirmed Eruption,Summit and upper south flank,3,,,2001,,11,,15,,Historical Observations,,2016,,4,,1,,54.049,159.443
342110,Pacaya,19880,Confirmed Eruption,MacKenney Crater,1,,,2001,,10,,31,,Historical Observations,,2001,,10,,31,,14.382,-90.601
300100,Avachinsky,19104,Confirmed Eruption,,1,,,2001,,10,,5,,Historical Observations,,2001,,10,,5,,53.256,158.836
390081,Montagu Island,13205,Confirmed Eruption,NW of Mount Belinda,1,?,,2001,,10,,1,20,Historical Observations,,2007,,9,,20,,-58.445,-26.374
243091,Unnamed,14772,Confirmed Eruption,,2,,,2001,,9,,27,,Historical Observations,,2001,,9,?,28,,-18.325,-174.365
261160,Talang,15494,Confirmed Eruption,"Kepundan Panjang & Kabuo, Gabuo Atas",1,,,2001,,9,,25,,Historical Observations,,2001,,11,,15,3,-0.979,100.681
284120,Ioto,18421,Confirmed Eruption,Off SE coast and Idogahama (NW coast),1,,,2001,,9,,21,,Historical Observations,,2001,,10,,23,,24.751,141.289
390090,Saunders,13217,Confirmed Eruption,,0,,,2001,,9,?,16,15,Historical Observations,,2001,,11,?,16,15,-57.8,-26.483
252120,Ulawun,15065,Confirmed Eruption,,2,,,2001,,8,,28,,Historical Observations,,2001,,8,,28,,-5.05,151.33
300250,Bezymianny,19378,Confirmed Eruption,,3,,,2001,,7,?,23,,Historical Observations,,2001,,8,?,10,,55.972,160.595
262000,Krakatau,15625,Confirmed Eruption,Anak Krakatau,1,,,2001,,7,,21,,Historical Observations,,2001,,9,?,17,,-6.102,105.423
211060,Etna,13832,Confirmed Eruption,S to NE flanks (3100-2100 m),2,,,2001,,7,,17,,Historical Observations,,2001,,8,,9,,37.748,14.999
251020,Manam,14929,Confirmed Eruption,,2,,,2001,,6,,14,,Historical Observations,,2001,,6,?,25,,-4.08,145.037
233020,"Fournaise, Piton de la",14381,Confirmed Eruption,"ESE flank (2500 m), East flank (1800-2000 m)",1,,,2001,,6,,11,,Historical Observations,,2001,,7,,7,,-21.244,55.708
257050,Lopevi,15317,Confirmed Eruption,NW flank (200-400 m),3,,,2001,,6,,8,,Historical Observations,,2001,,6,>,19,,-16.507,168.346
268030,Ibu,16580,Confirmed Eruption,,0,,,2001,,5,?,28,,Historical Observations,,2001,,10,?,3,,1.488,127.63
